timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1729786556342,211,getIndex,200,OK,Jarkom 3 Soal 8 1-52,text,true,,620,130,99,99,http://gryffindor.hogwarts.B23.com/,201,0,78
1729786556342,209,getIndex,200,OK,Jarkom 3 Soal 8 1-76,text,true,,625,130,99,99,http://gryffindor.hogwarts.B23.com/,200,0,78
1729786556331,226,getIndex,200,OK,Jarkom 3 Soal 8 1-64,text,true,,620,130,99,99,http://gryffindor.hogwarts.B23.com/,226,0,89
1729786556338,220,getIndex,200,OK,Jarkom 3 Soal 8 1-16,text,true,,625,130,99,99,http://gryffindor.hogwarts.B23.com/,220,0,82
1729786556339,219,getIndex,200,OK,Jarkom 3 Soal 8 1-4,text,true,,621,130,99,99,http://gryffindor.hogwarts.B23.com/,219,0,81
1729786556328,233,getIndex,200,OK,Jarkom 3 Soal 8 1-20,text,true,,621,130,100,100,http://gryffindor.hogwarts.B23.com/,233,0,100
1729786556356,212,getIndex,200,OK,Jarkom 3 Soal 8 1-83,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,160,0,62
1729786556341,228,getIndex,200,OK,Jarkom 3 Soal 8 1-49,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,175,0,77
1729786556340,230,getIndex,200,OK,Jarkom 3 Soal 8 1-35,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,177,0,78
1729786556340,230,getIndex,200,OK,Jarkom 3 Soal 8 1-54,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,177,0,78
1729786556340,231,getIndex,200,OK,Jarkom 3 Soal 8 1-44,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,177,0,78
1729786556340,231,getIndex,200,OK,Jarkom 3 Soal 8 1-55,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,177,0,77
1729786556341,230,getIndex,200,OK,Jarkom 3 Soal 8 1-50,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,176,0,77
1729786556337,235,getIndex,200,OK,Jarkom 3 Soal 8 1-17,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,116,0,75
1729786556341,231,getIndex,200,OK,Jarkom 3 Soal 8 1-31,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,179,0,78
1729786556341,231,getIndex,200,OK,Jarkom 3 Soal 8 1-74,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,181,0,78
1729786556341,232,getIndex,200,OK,Jarkom 3 Soal 8 1-73,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,182,0,78
1729786556341,232,getIndex,200,OK,Jarkom 3 Soal 8 1-71,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,183,0,78
1729786556341,233,getIndex,200,OK,Jarkom 3 Soal 8 1-47,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,184,0,78
1729786556341,233,getIndex,200,OK,Jarkom 3 Soal 8 1-69,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,185,0,78
1729786556341,233,getIndex,200,OK,Jarkom 3 Soal 8 1-68,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,187,0,79
1729786556342,233,getIndex,200,OK,Jarkom 3 Soal 8 1-48,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,187,0,78
1729786556339,236,getIndex,200,OK,Jarkom 3 Soal 8 1-9,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,161,0,78
1729786556340,236,getIndex,200,OK,Jarkom 3 Soal 8 1-61,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,160,0,77
1729786556340,236,getIndex,200,OK,Jarkom 3 Soal 8 1-60,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,159,0,77
1729786556340,237,getIndex,200,OK,Jarkom 3 Soal 8 1-58,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,154,0,77
1729786556340,238,getIndex,200,OK,Jarkom 3 Soal 8 1-32,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,148,0,77
1729786556339,239,getIndex,200,OK,Jarkom 3 Soal 8 1-5,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,148,0,78
1729786556339,240,getIndex,200,OK,Jarkom 3 Soal 8 1-2,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,146,0,76
1729786556339,240,getIndex,200,OK,Jarkom 3 Soal 8 1-3,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,137,0,76
1729786556337,242,getIndex,200,OK,Jarkom 3 Soal 8 1-36,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,138,0,63
1729786556337,243,getIndex,200,OK,Jarkom 3 Soal 8 1-37,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,137,0,75
1729786556347,233,getIndex,200,OK,Jarkom 3 Soal 8 1-82,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,126,0,55
1729786556338,243,getIndex,200,OK,Jarkom 3 Soal 8 1-26,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,134,0,90
1729786556338,244,getIndex,200,OK,Jarkom 3 Soal 8 1-12,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,126,0,76
1729786556367,215,getIndex,200,OK,Jarkom 3 Soal 8 1-84,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,96,0,42
1729786556338,245,getIndex,200,OK,Jarkom 3 Soal 8 1-13,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,125,0,75
1729786556377,206,getIndex,200,OK,Jarkom 3 Soal 8 1-85,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,85,0,32
1729786556338,246,getIndex,200,OK,Jarkom 3 Soal 8 1-14,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,122,0,75
1729786556321,263,getIndex,200,OK,Jarkom 3 Soal 8 1-33,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,132,0,88
1729786556329,255,getIndex,200,OK,Jarkom 3 Soal 8 1-66,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,124,0,81
1729786556386,199,getIndex,200,OK,Jarkom 3 Soal 8 1-86,text,true,,621,130,103,103,http://gryffindor.hogwarts.B23.com/,67,0,24
1729786556333,254,getIndex,200,OK,Jarkom 3 Soal 8 1-80,text,true,,621,130,104,104,http://gryffindor.hogwarts.B23.com/,120,0,71
1729786556338,249,getIndex,200,OK,Jarkom 3 Soal 8 1-15,text,true,,621,130,104,104,http://gryffindor.hogwarts.B23.com/,119,0,74
1729786556338,242,getIndex,200,OK,Jarkom 3 Soal 8 1-38,text,true,,625,130,103,103,http://gryffindor.hogwarts.B23.com/,136,0,76
1729786556340,237,getIndex,200,OK,Jarkom 3 Soal 8 1-59,text,true,,620,130,103,103,http://gryffindor.hogwarts.B23.com/,159,0,77
1729786556340,253,getIndex,200,OK,Jarkom 3 Soal 8 1-57,text,true,,621,130,106,106,http://gryffindor.hogwarts.B23.com/,160,0,77
1729786556320,274,getIndex,200,OK,Jarkom 3 Soal 8 1-51,text,true,,625,130,106,106,http://gryffindor.hogwarts.B23.com/,274,0,101
1729786556321,277,getIndex,200,OK,Jarkom 3 Soal 8 1-78,text,true,,620,130,107,107,http://gryffindor.hogwarts.B23.com/,277,0,100
1729786556321,309,getIndex,200,OK,Jarkom 3 Soal 8 1-67,text,true,,621,130,110,110,http://gryffindor.hogwarts.B23.com/,309,0,100
1729786556335,335,getIndex,200,OK,Jarkom 3 Soal 8 1-79,text,true,,625,130,113,113,http://gryffindor.hogwarts.B23.com/,335,0,86
1729786556554,119,getLogin,200,OK,Jarkom 3 Soal 8 1-52,text,true,,841,143,114,114,http://gryffindor.hogwarts.B23.com/php/login.php,119,0,0
1729786556555,123,getLogin,200,OK,Jarkom 3 Soal 8 1-76,text,true,,841,143,115,115,http://gryffindor.hogwarts.B23.com/php/login.php,123,0,0
1729786556557,123,getLogin,200,OK,Jarkom 3 Soal 8 1-64,text,true,,841,143,115,115,http://gryffindor.hogwarts.B23.com/php/login.php,123,0,0
1729786556561,120,getLogin,200,OK,Jarkom 3 Soal 8 1-20,text,true,,841,143,115,115,http://gryffindor.hogwarts.B23.com/php/login.php,120,0,0
1729786556558,124,getLogin,200,OK,Jarkom 3 Soal 8 1-16,text,true,,841,143,115,115,http://gryffindor.hogwarts.B23.com/php/login.php,124,0,0
1729786556559,124,getLogin,200,OK,Jarkom 3 Soal 8 1-4,text,true,,841,143,115,115,http://gryffindor.hogwarts.B23.com/php/login.php,124,0,0
1729786556569,115,getLogin,200,OK,Jarkom 3 Soal 8 1-49,text,true,,841,143,115,115,http://gryffindor.hogwarts.B23.com/php/login.php,115,0,0
1729786556675,105,getIndex,200,OK,Jarkom 3 Soal 8 1-115,text,true,,620,130,116,116,http://gryffindor.hogwarts.B23.com/,105,0,1
1729786556672,110,getIndex,200,OK,Jarkom 3 Soal 8 1-114,text,true,,625,130,116,116,http://gryffindor.hogwarts.B23.com/,110,0,0
1729786556650,134,getIndex,200,OK,Jarkom 3 Soal 8 1-112,text,true,,620,130,116,116,http://gryffindor.hogwarts.B23.com/,134,0,0
1729786556640,145,getIndex,200,OK,Jarkom 3 Soal 8 1-111,text,true,,625,130,116,116,http://gryffindor.hogwarts.B23.com/,145,0,1
1729786556628,158,getIndex,200,OK,Jarkom 3 Soal 8 1-110,text,true,,621,130,117,117,http://gryffindor.hogwarts.B23.com/,158,0,3
1729786556615,172,getIndex,200,OK,Jarkom 3 Soal 8 1-109,text,true,,620,130,117,117,http://gryffindor.hogwarts.B23.com/,172,0,1
1729786556606,182,getIndex,200,OK,Jarkom 3 Soal 8 1-108,text,true,,625,130,117,117,http://gryffindor.hogwarts.B23.com/,182,0,0
1729786556597,191,getIndex,200,OK,Jarkom 3 Soal 8 1-107,text,true,,621,130,117,117,http://gryffindor.hogwarts.B23.com/,191,0,0
1729786556563,227,getIndex,200,OK,Jarkom 3 Soal 8 1-102,text,true,,621,130,117,117,http://gryffindor.hogwarts.B23.com/,227,0,0
1729786556536,254,getIndex,200,OK,Jarkom 3 Soal 8 1-98,text,true,,621,130,117,117,http://gryffindor.hogwarts.B23.com/,254,0,1
1729786556588,203,getIndex,200,OK,Jarkom 3 Soal 8 1-105,text,true,,625,130,117,117,http://gryffindor.hogwarts.B23.com/,203,0,3
1729786556480,311,getIndex,200,OK,Jarkom 3 Soal 8 1-95,text,true,,621,130,117,117,http://gryffindor.hogwarts.B23.com/,311,0,2
1729786556564,228,getIndex,200,OK,Jarkom 3 Soal 8 1-100,text,true,,625,130,117,117,http://gryffindor.hogwarts.B23.com/,228,0,0
1729786556341,452,getIndex,200,OK,Jarkom 3 Soal 8 1-72,text,true,,621,130,117,117,http://gryffindor.hogwarts.B23.com/,451,0,132
1729786556592,201,getIndex,200,OK,Jarkom 3 Soal 8 1-99,text,true,,620,130,117,117,http://gryffindor.hogwarts.B23.com/,201,0,1
1729786556496,301,getIndex,200,OK,Jarkom 3 Soal 8 1-97,text,true,,625,130,119,119,http://gryffindor.hogwarts.B23.com/,301,0,1
1729786556568,233,getIndex,200,OK,Jarkom 3 Soal 8 1-104,text,true,,620,130,121,121,http://gryffindor.hogwarts.B23.com/,233,0,0
1729786556445,356,getIndex,200,OK,Jarkom 3 Soal 8 1-92,text,true,,621,130,121,121,http://gryffindor.hogwarts.B23.com/,356,0,1
1729786556481,321,getIndex,200,OK,Jarkom 3 Soal 8 1-93,text,true,,625,130,121,121,http://gryffindor.hogwarts.B23.com/,321,0,1
1729786556429,374,getIndex,200,OK,Jarkom 3 Soal 8 1-89,text,true,,621,130,121,121,http://gryffindor.hogwarts.B23.com/,373,0,22
1729786556560,243,getIndex,200,OK,Jarkom 3 Soal 8 1-103,text,true,,620,130,121,121,http://gryffindor.hogwarts.B23.com/,243,0,0
1729786556448,356,getIndex,200,OK,Jarkom 3 Soal 8 1-88,text,true,,625,130,121,121,http://gryffindor.hogwarts.B23.com/,356,0,0
1729786556498,306,getIndex,200,OK,Jarkom 3 Soal 8 1-96,text,true,,620,130,121,121,http://gryffindor.hogwarts.B23.com/,306,0,1
1729786556427,378,getIndex,200,OK,Jarkom 3 Soal 8 1-90,text,true,,621,130,121,121,http://gryffindor.hogwarts.B23.com/,378,0,0
