timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1729807838943,362,getIndex,200,OK,Thread Group 1-60,text,true,,625,173,109,109,http://gryffindor.hogwarts.B23.com/,305,0,161
1729807839326,20, getLogin,200,OK,Thread Group 1-60,text,true,,841,186,112,112,http://gryffindor.hogwarts.B23.com/php/login.php,20,0,0
1729807839346,44,postLogin,200,OK,Thread Group 1-60,text,true,,870,304,119,119,http://gryffindor.hogwarts.B23.com/php/login.php,43,0,0
1729807839390,33,getLogout,200,OK,Thread Group 1-60,text,true,,1217,373,121,121,http://gryffindor.hogwarts.B23.com/php/login.php,22,0,0
1729807839390,22,getLogout-0,302,Found,Thread Group 1-60,text,true,,376,187,121,121,http://gryffindor.hogwarts.B23.com/php/logout.php,22,0,0
1729807839414,9,getLogout-1,200,OK,Thread Group 1-60,text,true,,841,186,121,121,http://gryffindor.hogwarts.B23.com/php/login.php,9,0,0
1729807838950,519,getIndex,200,OK,Thread Group 1-64,text,true,,620,173,124,124,http://gryffindor.hogwarts.B23.com/,519,0,212
1729807838950,521,getIndex,200,OK,Thread Group 1-66,text,true,,625,173,124,124,http://gryffindor.hogwarts.B23.com/,521,0,213
1729807838939,534,getIndex,200,OK,Thread Group 1-72,text,true,,620,173,124,124,http://gryffindor.hogwarts.B23.com/,534,0,225
1729807838938,536,getIndex,200,OK,Thread Group 1-70,text,true,,625,173,124,124,http://gryffindor.hogwarts.B23.com/,536,0,227
1729807838938,541,getIndex,200,OK,Thread Group 1-73,text,true,,620,173,124,124,http://gryffindor.hogwarts.B23.com/,541,0,228
1729807838926,559,getIndex,200,OK,Thread Group 1-18,text,true,,625,173,125,125,http://gryffindor.hogwarts.B23.com/,559,0,240
1729807838926,562,getIndex,200,OK,Thread Group 1-63,text,true,,620,173,125,125,http://gryffindor.hogwarts.B23.com/,562,0,242
1729807838927,563,getIndex,200,OK,Thread Group 1-14,text,true,,625,173,125,125,http://gryffindor.hogwarts.B23.com/,563,0,242
1729807838939,368,getIndex,200,OK,Thread Group 1-59,text,true,,620,173,109,109,http://gryffindor.hogwarts.B23.com/,307,0,164
1729807838944,367,getIndex,200,OK,Thread Group 1-49,text,true,,625,173,111,111,http://gryffindor.hogwarts.B23.com/,354,0,171
1729807838943,368,getIndex,200,OK,Thread Group 1-56,text,true,,625,173,111,111,http://gryffindor.hogwarts.B23.com/,354,0,170
